label,xchannel,ychannel,zchannel,wsurf
1558,1003.979,936.262,98.549,100
1559,1003.767,936.611,98.581,100
1560,1003.496,937.045,98.637,100
1561,1003.359,937.246,98.631,100
1562,1003.102,937.252,98.46,100
1563,1003.369,936.839,98.395,100
1564,1002.995,936.27,98.239,100
1565,1002.702,936.612,98.267,100
1566,1002.462,936.954,98.298,100
1567,1002.156,936.752,98.244,100
1568,1002.364,936.307,98.183,100
1569,1002.645,935.932,98.095,100
1570,1002.134,935.73,97.958,100
1571,1001.949,936.257,97.992,100
1572,1001.957,936.588,98.4,100
1573,1001.832,936.827,98.213,100
1574,1001.555,936.488,98.105,100
1575,1001.7,936.028,97.868,100
1576,1002.11,935.511,97.857,100
1577,1001.764,935.303,97.835,100
1578,1001.541,935.687,97.822,100
1579,1001.246,936.202,97.894,100
1580,1000.969,935.895,97.888,100
1581,1001.188,935.554,97.863,100
1582,1001.43,935.13,97.926,100
1583,1001.066,934.951,97.95,100
1584,1000.735,935.416,97.838,100
1585,1000.876,935.688,97.951,100
1586,1000.63,935.77,98.247,100
1587,1000.493,935.594,98.322,100
1588,1000.496,935.469,97.879,100
1589,1000.654,935.2,98.165,100
1590,1000.903,934.77,97.969,100
1591,1000.801,934.617,98.071,100
1592,1000.6,934.899,98.23,100
1593,1000.391,935.227,98.093,100
1594,1000.21,935.641,97.984,100
1595,1000.011,935.466,97.997,100
1596,1000.271,934.932,98.069,100
1597,1000.395,934.543,98.188,100
1598,1000.59,934.155,98.443,100
1599,1000.269,934.017,98.449,100
1600,1000.157,934.218,98.727,100
1601,1000.126,934.47,98.276,100
1602,999.89,934.985,98.238,100
1603,999.69,935.119,98.273,100
1604,999.635,935.443,98.483,100
1605,999.894,935.772,98.147,100
1606,999.82,935.877,98.096,100
1607,999.436,935.886,98.363,100
1608,999.351,936.143,98.458,100
1609,999.207,936.483,98.343,100
1610,999.122,936.819,98.491,100
1611,998.893,936.633,98.54,100
1612,999.119,936.181,98.443,100
1613,998.578,936.557,98.571,100
1614,998.554,937.052,98.733,100
1615,998.745,937.17,98.58,100
1616,999.15,936.941,98.423,100
1617,998.899,937.433,98.471,100
1618,998.481,937.368,99.139,100
1619,998.149,937.213,99.07,100
1620,999.006,937.731,98.464,100
1621,999.344,937.101,98.349,100
1622,999.403,936.844,98.543,100
1623,999.722,936.414,98.152,100
1624,1000.134,936.706,98.14,100
1625,999.783,937.031,98.239,100
1626,999.506,937.19,98.294,100
1627,999.247,937.604,98.367,100
1628,999.67,937.928,98.455,100
1629,999.861,937.43,98.299,100
1630,1000.092,936.918,98.15,100
1631,1000.388,936.464,98.125,100
1632,1000.755,936.852,98.143,100
1633,1000.553,937.273,98.181,100
1634,1000.295,937.646,98.172,100
1635,1000.038,938.09,98.328,100
1636,1000.4,938.221,98.358,100
1637,1000.651,937.842,98.211,100
1638,1000.823,937.51,98.148,100
1639,1001.016,937.092,98.134,100
1640,1001.198,936.689,98.079,100
1641,1001.667,936.708,98.212,100
1642,1002.036,937.025,98.25,100
1643,1001.883,937.423,98.257,100
1644,1001.546,937.831,98.43,100
1645,1001.345,938.19,98.411,100
1646,1001.36,938.517,98.504,100
1647,1001.512,938.786,98.585,100
1648,1001.73,938.452,98.539,100
1649,1001.856,938.066,98.424,100
1650,1002.055,937.708,98.378,100
1651,1002.23,937.186,98.319,100
1652,1002.722,937.359,98.424,100
1653,1002.438,937.959,98.526,100
1654,1003.117,937.581,98.66,100
1655,1002.767,937.911,98.633,100
1656,1002.363,938.246,98.67,100
1657,1003.013,937.908,98.875,100
1658,1002.64,938.416,98.752,100
1659,1002.314,938.286,98.621,100
1660,1001.966,938.595,98.688,100
1661,1002.382,938.889,98.903,100
1662,1002.008,938.952,98.804,100
1663,1001.494,938.809,98.615,100
1085,1000.47,937.919,98.463,100
1086,1001.194,935.44,98.053,100
1087,1000.3,937.013,98.318,100
1088,1002.265,936.424,98.158,100
1089,1001.313,937.554,98.404,100
1090,1003.223,935.598,98.194,100
1091,1002.168,935.194,98.018,100
1092,1001.182,934.624,98.114,100
1093,1000.841,935.207,97.901,100
1094,1000.61,936.397,98.16,100
1095,1001.624,936.441,98.055,100
1096,1002.282,936.701,98.251,100
1097,1001.545,938.05,98.401,100
1098,1000.581,937.677,98.173,100
1099,999.592,937.145,98.33,100
1100,1001.283,938.643,98.566,100
1101,1000.235,938.268,98.372,100
1102,998.971,937.645,98.464,100
1103,1000.202,936.634,98.143,100
1104,1000.751,935.591,98.093,100
1105,1001.257,934.527,98.171,100
1106,1002.524,935.004,98.085,100
1107,1001.621,936.255,97.901,100
1108,1001.111,937.32,98.164,100
1109,1001.254,938.661,98.528,100
1110,1001.243,938.659,98.527,100
1111,1002.151,937.139,98.296,100
1112,1002.986,935.828,98.254,100
1113,1003.766,936.336,98.455,100
1114,1003.117,937.185,98.506,100
1115,1001.856,938.853,98.784,100
1116,1001.061,937.562,98.203,100
1117,1000.122,937.093,98.159,100
1118,1001.604,935.375,97.777,100
1119,1002.424,935.86,98.038,100
2000,1001.928,939.387,98.885,100
2001,1001.632,939.829,98.9,100
2002,1001.259,940.084,98.938,100
2003,1001.012,939.965,98.874,100
2004,1001.174,939.519,98.774,100
2005,1001.399,939.194,98.712,100
2006,1001.034,939.023,98.639,100
2007,1000.804,939.348,98.7,100
2008,1000.483,939.722,98.753,100
2009,1000.183,939.502,98.678,100
2010,1000.232,939.086,98.638,100
2011,1000.47,938.658,98.52,100
2012,1000.075,938.508,98.482,100
2013,999.892,938.82,98.51,100
2014,999.686,939.168,98.609,100
2015,999.343,939.029,98.612,100
2016,999.68,938.732,98.51,100
2017,999.769,938.344,98.431,100
2018,999.438,938.203,98.392,100
2019,999.308,938.607,98.446,100
2020,999.126,938.987,98.555,100
2021,998.868,938.696,98.466,100
2022,998.988,938.434,98.479,100
2023,999.196,938.11,98.439,100
2024,998.951,937.983,98.51,100
2025,998.809,938.282,98.44,100
2026,998.619,938.664,98.512,100
2027,998.634,938.667,98.509,100
2028,998.323,938.593,98.517,100
2029,998.457,938.237,98.67,100
2030,998.714,937.855,98.577,100
2031,998.492,937.757,98.984,100
2032,998.194,937.682,99.156,100
2033,998.278,937.884,98.726,100
2034,997.99,937.873,98.904,100
2035,997.966,938.292,98.744,100
2036,997.927,938.36,98.978,100
2037,998.03,938.558,98.524,100
2038,997.46,938.273,98.819,100
2039,996.969,938.012,98.942,100
2040,997.164,937.66,99.017,100
2041,997.667,937.775,98.959,100
2042,997.435,937.623,99.076,100
2043,996.719,938.296,98.951,100
2044,996.442,938.584,98.928,100
2045,996.246,939.052,98.955,100
2046,996.572,939.099,98.72,100
2047,996.906,938.758,98.701,100
2048,997.207,938.349,98.782,100
2049,997.493,938.55,98.735,100
2050,997.365,938.969,98.655,100
2051,997.026,939.468,98.778,100
2052,997.296,939.523,98.745,100
2053,997.407,939.702,98.62,100
2054,997.715,939.146,98.593,100
2055,997.989,938.766,98.54,100
2056,998.252,939.071,98.536,100
2057,998.055,939.432,98.652,100
2058,997.664,939.916,98.932,100
2059,998.055,939.868,98.638,100
2060,998.059,939.553,98.86,100
2061,998.213,939.591,98.594,100
2062,998.443,939.042,98.54,100
2063,998.729,939.23,98.62,100
2064,998.469,939.649,98.641,100
2065,998.122,940.045,98.614,100
2066,998.603,940.214,98.69,100
2067,998.766,939.924,98.657,100
2068,998.985,939.473,98.624,100
2069,999.46,939.704,98.689,100
2070,999.322,939.957,98.757,100
2071,998.892,940.42,98.798,100
2072,999.318,940.597,98.9,100
2073,999.612,940.288,98.855,100
2074,999.848,939.927,98.795,100
2075,1000.218,940.028,98.839,100
2076,1000.044,940.48,98.883,100
2077,999.618,940.835,98.904,100
2078,999.985,941.014,98.97,100
2079,1000.295,940.743,98.96,100
2080,1000.61,940.067,98.849,100
2081,1001.037,940.46,98.997,100
2082,1000.599,940.702,99.034,100
2083,1000.309,941.144,99.009,100
2084,1000.624,941.288,99.155,100
2085,1000.928,940.899,99.181,100
2086,1001.511,940.456,99.133,100
2087,1000.219,941.526,99.085,100
2088,999.905,941.839,99.117,100
2089,999.726,942.519,99.173,100
2090,999.575,942.718,99.152,100
2091,999.257,942.541,99.085,100
2092,999.355,942.26,99.193,100
2093,999.601,941.84,99.015,100
2094,999.822,941.419,98.962,100
2095,999.603,941.118,98.919,100
2096,999.19,941.488,98.991,100
2097,998.927,942.015,99.009,100
2098,998.802,942.422,99.095,100
2099,998.445,942.295,99.023,100
2100,998.595,941.879,98.99,100
2101,998.905,941.462,98.95,100
2102,999.149,941.021,98.932,100
2103,998.827,940.847,98.845,100
2104,998.596,941.127,98.879,100
2105,998.317,941.477,98.895,100
2106,998.122,942.003,98.963,100
2107,997.87,942.075,98.963,100
2108,998.011,941.55,98.886,100
2109,998.187,941.07,98.816,100
2110,998.452,940.587,98.764,100
2111,998.111,940.322,98.802,100
2112,997.84,940.776,98.742,100
2113,997.547,941.276,98.785,100
2114,997.298,941.831,98.955,100
2115,996.87,941.74,98.839,100
2116,996.984,941.461,98.822,100
2117,997.268,941.114,98.784,100
2118,997.544,940.731,98.728,100
2119,997.798,940.361,98.87,100
2120,997.938,940.149,98.723,100
2121,997.639,940.218,98.871,100
2122,997.513,940.071,98.851,100
2123,997.468,940.279,98.722,100
2124,997.254,940.417,98.833,100
2125,997.214,940.163,98.622,100
2126,997.087,940.422,98.58,100
2127,996.895,940.864,98.673,100
2128,996.673,941.324,98.693,100
2129,996.426,941.632,98.954,100
2130,996.097,941.466,98.636,100
2131,996.352,941.059,98.645,100
2132,996.641,940.612,98.558,100
2133,996.715,940.292,98.51,100
2134,996.849,939.923,98.841,100
2135,996.525,939.766,98.839,100
2136,996.283,940.024,98.65,100
2137,996.003,940.114,98.676,100
2138,995.967,939.47,98.924,100
2139,996.03,939.746,98.766,100
2140,995.886,940.443,98.644,100
2141,996.096,940.675,98.654,100
2142,996.081,940.929,98.589,100
2143,995.734,940.787,98.605,100
2144,996.031,941.495,98.543,100
2145,995.828,941.395,98.73,100
2146,995.282,941.287,98.874,100
2147,994.506,941.937,98.935,100
2148,994.745,942,98.804,100
2149,994.698,942.497,98.961,100
2150,994.301,942.422,98.934,100
2151,994.7,942.88,98.908,100
2152,994.355,942.922,98.882,100
2153,995.097,943.219,99.09,100
2154,995.215,942.926,98.855,100
2155,995.202,942.507,99.063,100
2156,994.888,942.427,98.872,100
2157,995.023,942.099,98.7,100
2158,995.318,942.181,98.691,100
2159,995.342,942.477,98.969,100
2160,995.303,942.774,99.051,100
2161,995.472,943.279,98.966,100
2162,995.599,943.039,98.856,100
2163,995.77,942.569,98.8,100
2164,995.786,942.305,98.828,100
2165,996.141,942.437,98.805,100
2228,995.795,944.292,98.998,100
2229,995.788,944.883,99.136,100
2230,995.757,945.106,99.034,100
2231,995.653,945.344,99.099,100
2232,995.318,945.157,99.12,100
2233,995.329,944.905,99.145,100
2234,995.446,944.68,99.091,100
2235,995.683,944.323,98.91,100
2236,995.579,943.93,98.876,100
2237,995.32,943.842,98.914,100
2238,995.289,944.223,98.934,100
2239,995.164,944.369,99.11,100
2240,995.115,944.854,99.116,100
2241,995.013,945.213,99.199,100
2242,994.789,944.968,99.048,100
2243,994.901,944.694,99.282,100
2244,995.046,944.4,99.191,100
2245,994.894,944.058,99.168,100
2246,994.943,943.961,99.045,100
2247,995.181,943.73,98.903,100
2248,994.886,943.641,99.122,100
2249,994.849,943.939,99.058,100
2250,994.795,944.052,99.233,100
2251,994.702,944.317,99.304,100
2252,994.396,944.38,99.354,100
2253,994.21,944.257,99.073,100
2254,994.547,944.539,99.318,100
2255,994.486,944.787,99.346,100
2256,994.111,944.611,99.32,100
2257,994.041,944.733,99.093,100
2258,993.852,944.66,99.415,100
2259,993.665,944.59,99.104,100
2260,994.416,943.877,99.045,100
2261,994.421,943.357,98.881,100
2262,994.065,943.168,98.961,100
2263,993.953,943.59,98.935,100
2264,994.211,943.675,98.995,100
2265,993.915,944.095,99.005,100
2266,993.57,944.034,99.028,100
2267,993.244,944.201,99.184,100
2268,993.623,944.331,99.192,100
2269,993.838,944.247,99.004,100
2270,994.023,945,99.323,100
2271,993.762,945.085,99.151,100
2272,993.436,944.824,99.305,100
2273,992.997,944.906,99.301,100
2274,993.564,944.826,99.101,100
2275,993.428,945.448,99.148,100
2276,993.107,945.324,99.326,100
2277,993.1,945.697,99.174,100
2278,993.525,945.746,99.097,100
2279,993.519,946.146,99.068,100
2280,993.245,946.111,99.264,100
2281,992.793,946.009,99.384,100
2282,992.606,946.414,99.144,100
2283,993.105,946.507,99.122,100
2284,992.989,946.867,99.087,100
2285,992.473,946.945,99.373,100
2286,992.291,947.485,99.383,100
2287,993.326,946.602,99.173,100
2288,993.525,946.16,99.098,100
2289,993.744,945.75,99.239,100
2290,993.885,945.452,99.075,100
2291,994.028,945.517,99.332,100
2292,994.334,945.341,99.096,100
2293,993.986,945.968,99.005,100
2294,993.741,946.315,99.178,100
2295,993.689,946.736,99.085,100
2296,993.962,946.77,99.106,100
2297,994.07,946.501,99.23,100
2298,994.21,946.142,99.007,100
2299,994.531,945.643,98.973,100
2300,995.044,945.709,98.97,100
2301,994.893,946.054,99.067,100
2302,994.682,946.537,99.055,100
2303,994.56,946.998,99.089,100
2304,994.253,946.913,99.291,100
2305,994.305,947.02,99.298,100
2306,994.858,947.181,99.131,100
2307,994.962,946.976,99.094,100
2308,995.179,946.495,99.1,100
2309,995.329,946.099,99.243,100
2310,995.289,945.783,98.99,100
2311,995.24,945.612,99.189,100
2312,995.657,945.655,98.987,100
2313,995.698,945.914,99.2,100
2314,995.633,946.18,99.185,100
2315,995.502,946.348,99.016,100
2316,995.299,946.772,99.079,100
2317,995.306,947.147,99.109,100
2318,995.532,947.059,99.201,100
2319,995.678,946.792,99.159,100
2320,995.802,946.47,99.063,100
2321,995.939,946.06,99.059,100
2322,996.135,945.688,99.079,100
2323,996.341,945.875,99.203,100
2324,996.335,946.043,99.076,100
2325,996.239,946.322,99.069,100
2326,996.143,946.517,99.229,100
2327,996.151,946.755,99.297,100
2328,996.093,946.815,99.152,100
2329,995.951,946.74,99.28,100
2330,995.897,946.681,99.093,100
2331,995.83,947.144,99.16,100
2332,995.975,947.363,99.165,100
2333,996.296,947.136,99.412,100
2334,996.645,946.886,99.117,100
2335,996.675,947.207,99.127,100
2336,996.537,947.463,99.345,100
2337,996.397,947.539,99.244,100
2338,996.572,947.587,99.12,100
2339,996.72,946.907,99.09,100
2340,996.705,946.639,99.1,100
2341,996.766,946.326,99.197,100
2342,996.959,945.795,99.098,100
2343,997.426,945.86,99.162,100
2344,997.294,946.264,99.237,100
2345,997.145,946.537,99.176,100
2346,997.255,946.825,99.327,100
2347,997.171,946.931,99.334,100
2348,997.055,947.06,99.172,100
2349,997.086,947.439,99.297,100
2350,996.938,947.689,99.182,100
2351,997.239,947.825,99.182,100
2352,997.412,947.537,99.215,100
2353,997.463,947.194,99.206,100
2354,997.622,946.675,99.236,100
2355,998.078,946.71,99.305,100
2356,998.389,946.841,99.302,100
2357,997.887,947.158,99.236,100
2358,998.17,947.401,99.302,100
2359,997.612,947.856,99.251,100
2360,998.011,948.116,99.346,100
2361,997.536,948.408,99.291,100
2362,997.901,948.573,99.411,100
2363,997.419,948.93,99.249,100
2364,997.706,949.051,99.347,100
2365,997.513,949.578,99.298,100
2366,997.126,949.568,99.22,100
2367,997.133,949.045,99.196,100
2368,997.131,948.684,99.196,100
2369,997.172,948.261,99.252,100
2370,996.752,948.091,99.153,100
2371,996.689,948.317,99.306,100
2372,996.421,948.755,99.206,100
2373,996.355,949.17,99.17,100
2374,995.961,949.213,99.177,100
2375,995.965,948.815,99.142,100
2376,995.987,948.456,99.116,100
2377,996.065,947.872,99.168,100
2378,995.715,947.75,99.202,100
2379,995.526,948.104,99.099,100
2380,995.401,948.579,99.124,100
2381,995.31,949.098,99.069,100
2382,994.919,949.15,99.274,100
2383,994.886,948.793,99.101,100
2384,994.98,948.365,99.064,100
2385,995.223,947.939,99.215,100
2386,995.105,947.519,99.108,100
2387,994.68,947.64,99.117,100
2388,994.635,948.058,99.054,100
2389,994.202,947.517,99.123,100
2390,994.019,948.094,99.088,100
2391,993.623,947.376,99.148,100
2392,993.531,947.562,99.122,100
2393,993.49,947.979,99.378,100
2394,993.294,948.45,99.207,100
2395,992.891,948.662,99.308,100
2396,993.015,948.174,99.418,100
2397,993.108,947.979,99.192,100
2398,993.055,947.524,99.204,100
2399,992.866,947.408,99.244,100
2400,992.724,947.646,99.34,100
2401,992.798,948.215,99.431,100
2402,992.379,948.146,99.338,100
2403,991.92,948.121,99.297,100
2404,991.867,948.594,99.331,100
2405,992.415,948.585,99.33,100
2406,992.401,949.009,99.364,100
2407,992.011,949.01,99.366,100
2408,994.524,948.646,99.099,100
2409,994.409,949.051,99.128,100
2410,993.995,949.014,99.129,100
2411,993.461,948.905,99.098,100
2412,993.531,948.718,99.339,100
2413,993.323,949.106,99.344,100
2414,992.945,949.208,99.318,100
2415,992.153,949.299,99.234,100
2416,991.766,949.286,99.361,100
2417,992.235,949.806,99.268,100
2418,991.773,949.774,99.339,100
2419,991.777,950.158,99.302,100
2420,992.084,950.055,99.36,100
2421,992.242,950.567,99.238,100
2422,991.713,950.738,99.344,100
2423,991.55,951.16,99.337,100
2424,992.017,951.163,99.314,100
2425,992.433,951.205,99.333,100
2426,992.459,950.8,99.297,100
2427,992.552,950.37,99.333,100
2428,992.766,950.02,99.207,100
2429,992.392,949.687,99.243,100
2430,992.566,949.372,99.233,100
2431,993.085,949.501,99.159,100
2432,993.086,949.365,99.322,100
2433,993.41,949.525,99.135,100
2434,993.324,949.851,99.198,100
2435,993.317,950.232,99.313,100
2436,993.085,950.513,99.178,100
2437,993.156,950.919,99.307,100
2438,993.555,950.974,99.204,100
2439,993.653,950.688,99.222,100
2440,993.765,950.267,99.184,100
2441,993.826,949.852,99.151,100
2442,993.575,949.364,99.161,100
2443,993.993,949.395,99.172,100
2444,994.344,949.62,99.434,100
2445,994.216,949.969,99.421,100
2446,994,949.965,99.186,100
2447,994.256,950.278,99.266,100
2448,994.39,950.318,99.125,100
2449,994.39,950.144,99.4,100
2450,994.522,949.718,99.321,100
2451,994.437,949.296,99.137,100
2452,994.147,950.446,99.236,100
2453,994.087,950.719,99.185,100
2454,994.414,950.857,99.301,100
2455,994.489,950.755,99.176,100
2456,993.627,950.72,99.194,100
2457,994.593,950.902,99.183,100
2458,994.769,950.556,99.125,100
2459,994.987,950.186,99.102,100
2460,995.148,949.635,99.119,100
2461,995.537,949.742,99.087,100
2462,995.414,950.305,99.094,100
2463,995.221,950.537,99.078,100
2464,995.203,950.982,99.108,100
2465,995.056,951.494,99.335,100
2466,994.826,951.339,99.083,100
2467,995.49,951.461,99.293,100
2468,995.685,951.033,99.266,100
2469,995.684,950.648,99.117,100
2470,995.838,950.221,99.186,100
2471,996.267,950.01,99.226,100
2472,996.158,950.464,99.183,100
2473,996.086,950.913,99.176,100
2474,996.029,951.525,99.28,100
2475,996.401,951.57,99.284,100
2476,996.555,951.189,99.205,100
2477,996.581,950.744,99.166,100
2478,996.694,950.095,99.248,100
2479,997.016,950.09,99.226,100
2480,997.442,950.284,99.389,100
2481,997.063,950.795,99.265,100
2482,996.746,951.232,99.393,100
2483,997.029,951.314,99.362,100
2484,997.157,951.784,99.373,100
2485,996.669,951.834,99.334,100
2486,996.653,952.321,99.291,100
2487,997.144,952.263,99.374,100
2488,996.598,952.616,99.244,100
2489,996.988,952.682,99.329,100
2490,996.371,952.907,99.2,100
2491,996.886,953.067,99.287,100
2492,996.571,953.514,99.213,100
2493,996.883,953.599,99.323,100
2494,996.143,953.44,99.175,100
2495,996.177,953.143,99.247,100
2496,996.239,952.74,99.217,100
2497,996.362,952.326,99.295,100
2498,996.033,952.121,99.233,100
2499,995.859,952.509,99.309,100
2500,995.792,952.893,99.188,100
2501,995.776,953.409,99.151,100
2502,995.481,953.561,99.319,100
2503,995.298,953.585,99.202,100
2504,995.092,953.735,99.515,100
2505,994.919,953.479,99.474,100
2506,994.973,953.348,99.382,100
2507,994.842,953.177,99.161,100
2508,994.62,953.59,99.428,100
2509,994.974,953.895,99.439,100
2510,995.294,954.132,99.125,100
2511,994.929,954.075,99.166,100
2512,994.567,953.621,99.14,100
2513,994.651,953.282,99.133,100
2514,994.913,952.978,99.171,100
2515,995.07,952.695,99.15,100
2516,995.076,952.347,99.159,100
2517,995.053,952.004,99.213,100
2518,994.598,951.896,99.145,100
2519,994.519,952.139,99.3,100
2520,994.426,952.587,99.196,100
2521,994.235,953.242,99.169,100
2522,994.111,953.594,99.305,100
2523,994.12,953.88,99.225,100
2524,993.741,953.911,99.206,100
2525,993.759,953.385,99.176,100
2526,993.74,952.872,99.274,100
2527,993.83,952.331,99.201,100
2528,994,952.049,99.257,100
2529,993.969,951.638,99.145,100
2530,993.572,951.612,99.224,100
2531,993.496,952.051,99.176,100
2532,993.437,952.601,99.121,100
2533,993.259,952.878,99.167,100
2534,993.416,953.267,99.29,100
2535,993.321,953.732,99.237,100
2536,993.019,953.715,99.15,100
2537,993.003,953.283,99.165,100
2538,993.048,953.172,99.294,100
2539,993.012,952.62,99.126,100
2540,993.036,952.204,99.235,100
2541,993.027,951.744,99.152,100
2542,992.544,951.611,99.137,100
2543,992.609,951.858,99.358,100
2544,992.537,952.448,99.348,100
2545,992.549,952.899,99.409,100
2546,992.38,953.569,99.267,100
2547,992.446,953.795,99.237,100
2548,992.04,953.679,99.347,100
2549,991.705,953.499,99.335,100
2550,991.782,953.133,99.396,100
2551,991.299,953.125,99.422,100
2552,991.319,952.679,99.469,100
2553,991.481,952.199,99.457,100
2554,991.754,952.727,99.389,100
2555,991.76,952.385,99.316,100
2556,991.898,951.935,99.324,100
